"TASK_TYCD","KEY_MSG","KEY","MSG","LANG_CD"
user,user.message.code.delete.failed=Failed to delete a user's information code.,user.message.code.delete.failed,Failed to delete a user's information code.,en
user,user.message.code.delete.success=The user's information code has been deleted.,user.message.code.delete.success,The user's information code has been deleted.,en
user,user.message.code.edit.category.failed=Failed to modify a category of user's information codes.,user.message.code.edit.category.failed,Failed to modify a category of user's information codes.,en
user,user.message.code.edit.category.success=A category of user's information codes has been modified.,user.message.code.edit.category.success,A category of user's information codes has been modified.,en
user,user.message.code.edit.failed=Failed to edit a user's information code.,user.message.code.edit.failed,Failed to edit a user's information code.,en
user,user.message.code.edit.success=The user's information code has been edited.,user.message.code.edit.success,The user's information code has been edited.,en
user,user.message.cofirm.manager.error=Contact your administrator,user.message.cofirm.manager.error,Contact your administrator,en
user,user.message.consult.no.content=There is no consultation content.,user.message.consult.no.content,There is no consultation content.,en
user,user.message.dept.add.failed=Failed to register the department.,user.message.dept.add.failed,Failed to register the department.,en
user,user.message.dept.add.success=The department has been registered.,user.message.dept.add.success,The department has been registered.,en
user,user.message.dept.alert.delete=You cannot delete a department if it has a subdepartment.<br />Delete a subdepartment first.,user.message.dept.alert.delete,You cannot delete a department if it has a subdepartment.<br />Delete a subdepartment first.,en
user,user.message.dept.alert.isnumber.fax=Use alphabets and - only for a fax number,user.message.dept.alert.isnumber.fax,Use alphabets and - only for a fax number,en
user,user.message.dept.alert.isnumber.phone=Use numbers and - only for your phone number.,user.message.dept.alert.isnumber.phone,Use numbers and - only for your phone number.,en
user,user.message.dept.alert.nosort=There is no department registered.It is impossible to change the order.,user.message.dept.alert.nosort,There is no department registered.It is impossible to change the order.,en
user,user.message.dept.confirm.delete=The department would be deleted.Are you sure to delete it?,user.message.dept.confirm.delete,The department would be deleted.Are you sure to delete it?,en
user,user.message.dept.delete.failed=Failed to delete the department.,user.message.dept.delete.failed,Failed to delete the department.,en
user,user.message.dept.delete.success=The department has been deleted.,user.message.dept.delete.success,The department has been deleted.,en
user,user.message.dept.edit.failed=Failed to modify the department.,user.message.dept.edit.failed,Failed to modify the department.,en
user,user.message.dept.edit.success=The department has been modified.,user.message.dept.edit.success,The department has been modified.,en
user,user.message.dept.nodata=* There is no department registered.,user.message.dept.nodata,* There is no department registered.,en
user,user.message.dept.sort.failed=Failed to change the department order.,user.message.dept.sort.failed,Failed to change the department order.,en
user,user.message.dept.sort.success=The department order has been changed.,user.message.dept.sort.success,The department order has been changed.,en
user,user.message.excel.alert.file.failed=Check the file again.,user.message.excel.alert.file.failed,Check the file again.,en
user,user.message.grade.info=Add your current position.,user.message.grade.info,Add your current position.,en
user,user.message.idpwfind.comfirm.user.info=Check it and try again,user.message.idpwfind.comfirm.user.info,Check it and try again,en
user,user.message.idpwfind.id.search.result=The ID that matches with information you provide is as followed;-,user.message.idpwfind.id.search.result,The ID that matches with information you provide is as followed;-,en
user,user.message.idpwfind.msg.send.complete=A temporary password has been sent to your registered email address.,user.message.idpwfind.msg.send.complete,A temporary password has been sent to your registered email address.,en
user,user.message.idpwfind.pass.reset.confirm=Please change your password immediately after login.,user.message.idpwfind.pass.reset.confirm,Please change your password immediately after login.,en
user,user.message.idpwfind.user.not.exist=There is no member information matched.,user.message.idpwfind.user.not.exist,There is no member information matched.,en
user,"user.message.joinin.agree1=To proceed further, please agree with Terms and Conditions.",user.message.joinin.agree1,"To proceed further, please agree with Terms and Conditions.",en
user,"user.message.joinin.mail.cnts=Welcome, {0}.<br/><br/>We are {1}. <br/>You successfully joined our service.<br/> You can check or edit > your personal information on My Page.",user.message.joinin.mail.cnts,"Welcome, {0}.<br/><br/>We are {1}. <br/>You successfully joined our service.<br/> You can check or edit > your personal information on My Page.",en
user,"user.message.joinin.mail.title={ }, you successfully joined us.",user.message.joinin.mail.title,"{ }, you successfully joined us.",en
user,user.message.joinin.validate.detail=Check it and try again,user.message.joinin.validate.detail,Check it and try again,en
user,user.message.joinin.validate.dup.ssn=Your resident registration number is currently in use.,user.message.joinin.validate.dup.ssn,Your resident registration number is currently in use.,en
user,user.message.joinin.validate.dup.user=Your are a registered member.,user.message.joinin.validate.dup.user,Your are a registered member.,en
user,user.message.joinin.validate.name=The name and the resident registration number are invalid.,user.message.joinin.validate.name,The name and the resident registration number are invalid.,en
user,user.message.login.alert.input.stu.no.dup=Please double check your student number.,user.message.login.alert.input.stu.no.dup,Please double check your student number.,en
user,user.message.login.alert.input.front.resid.num=Please enter the first digit of your social security number.,user.message.login.alert.input.front.resid.num,Please enter the first digit of your social security number.,en
user,user.message.login.alert.input.birth=Input the date of birth.,user.message.login.alert.input.birth,Input the date of birth.,en
user,user.message.login.alert.input.deptcd=Input a department,user.message.login.alert.input.deptcd,Input a department,en
user,user.message.login.alert.input.disablilityyn=Input a disability status.,user.message.login.alert.input.disablilityyn,Input a disability status.,en
user,user.message.login.alert.input.homeaddr1=Input a home address.,user.message.login.alert.input.homeaddr1,Input a home address.,en
user,user.message.login.alert.input.memo=Input a memo,user.message.login.alert.input.memo,Input a memo,en
user,user.message.login.alert.input.msgrecv=Receiving Message Y/N,user.message.login.alert.input.msgrecv,Receiving Message Y/N,en
user,user.message.login.alert.input.userdivcd=Input a membership category,user.message.login.alert.input.userdivcd,Input a membership category,en
user,user.message.login.alert.input.userid=Input ID,user.message.login.alert.input.userid,Input ID,en
user,user.message.login.alert.input.usernmeng=Input the name of user (in English).,user.message.login.alert.input.usernmeng,Input the name of user (in English).,en
user,user.message.login.alert.input.usernmgana=Input the name of user (in Japanese).,user.message.login.alert.input.usernmgana,Input the name of user (in Japanese).,en
user,user.message.login.alert.photo=Register a photo,user.message.login.alert.photo,Register a photo,en
user,user.message.login.cofirmNum.error=The member information is no correct!,user.message.login.cofirmNum.error,The member information is no correct!,en
user,user.message.login.cofirmNum.search.msg1=A new password will be sent to your registered mobile phone.,user.message.login.cofirmNum.search.msg1,A new password will be sent to your registered mobile phone.,en
user,user.message.login.cofirmNum.search.msg2=The password sent to your mobile phone is a temporary password. Please change the password on 'Edit Personal Information' immediately after login.,user.message.login.cofirmNum.search.msg2,The password sent to your mobile phone is a temporary password. Please change the password on 'Edit Personal Information' immediately after login.,en
user,user.message.login.cofirmNum.sub=A verification number has been sent.,user.message.login.cofirmNum.sub,A verification number has been sent.,en
user,user.message.login.failed=ID or password does not match.,user.message.login.failed,ID or password does not match.,en
user,user.message.login.failed.cnt=You failed to login {0} times.Your account will be temporarily locked out if you fail to login {1} more times.,user.message.login.failed.cnt,You failed to login {0} times.Your account will be temporarily locked out if you fail to login {1} more times.,en
user,user.message.login.failed.cntover=You exceeded the maximum limit of login attempts.You can try again in {0} minutes.,user.message.login.failed.cntover,You exceeded the maximum limit of login attempts.You can try again in {0} minutes.,en
user,user.message.login.failed.time=Login lock out time is not expired.Login lock out time is {0} minutes.,user.message.login.failed.time,Login lock out time is not expired.Login lock out time is {0} minutes.,en
user,user.message.login.failed.no.auth=User credentials do not exist.,user.message.login.failed.no.auth,User credentials do not exist.,en
user,user.message.login.hold.pass.failed=Failed to extend the password change period.,user.message.login.hold.pass.failed,Failed to extend the password change period.,en
user,user.message.login.hold.pass.success=The password change period has been extended.,user.message.login.hold.pass.success,The password change period has been extended.,en
user,user.message.login.joinin=Do you want to join?,user.message.login.joinin,Do you want to join?,en
user,user.message.login.joinin.agree1=I agree with Terms and Conditions,user.message.login.joinin.agree1,I agree with Terms and Conditions,en
user,user.message.login.joinin.agree2=I agree with Privacy Policy.,user.message.login.joinin.agree2,I agree with Privacy Policy.,en
user,"user.message.login.joinin.alert.check.agree=To proceed further, please agree with Terms and Conditions and Privacy Policy.",user.message.login.joinin.alert.check.agree,"To proceed further, please agree with Terms and Conditions and Privacy Policy.",en
user,user.message.login.joinin.msg.success=Welcome to join us.<br />Please login first before using out service.,user.message.login.joinin.msg.success,Welcome to join us.<br />Please login first before using out service.,en
user,"user.message.login.joinin.msg1=If you want to join { } membership, you must agree with the following Terms and Conditions.<br /> Tick 'Agree' and click 'OK'.",user.message.login.joinin.msg1,"If you want to join { } membership, you must agree with the following Terms and Conditions.<br /> Tick 'Agree' and click 'OK'.",en
user,user.message.login.noaccount=Login is not allowed.<br />Please register your security certificate first before login.,user.message.login.noaccount,Login is not allowed.<br />Please register your security certificate first before login.,en
user,user.message.login.noauth.admin=The user does not have administrator's authority.\n You cannot access to administrator pages.,user.message.login.noauth.admin,The user does not have administrator's authority.\n You cannot access to administrator pages.,en
user,user.message.login.noauth2.admin=The user does not have administrator's authority.<br/>You cannot access to administrator pages.,user.message.login.noauth2.admin,The user does not have administrator's authority.<br/>You cannot access to administrator pages.,en
user,user.message.login.nosession=Session information is invalid.<br/>Please check and try again.,user.message.login.nosession,Session information is invalid.<br/>Please check and try again.,en
user,user.message.login.nouse=Are you not a member?,user.message.login.nouse,Are you not a member?,en
user,user.message.login.pass.cofirm.error=Verification error. Contact your administrator.,user.message.login.pass.cofirm.error,Verification error. Contact your administrator.,en
user,user.message.login.pass.cofirm.fail=The verification code is invalid. Please try again.,user.message.login.pass.cofirm.fail,The verification code is invalid. Please try again.,en
user,user.message.login.reset.pass.email.send.failed=Failed to send Email,user.message.login.reset.pass.email.send.failed,Failed to send Email,en
user,user.message.login.reset.pass.email.send.failed.msg=Error occurred while sending emails.,user.message.login.reset.pass.email.send.failed.msg,Error occurred while sending emails.,en
user,user.message.login.reset.pass.email.send.success=Email was sent,user.message.login.reset.pass.email.send.success,Email was sent,en
user,user.message.login.reset.pass.email.send.success.msg=A temporary password has been sent to email address: {0}.,user.message.login.reset.pass.email.send.success.msg,A temporary password has been sent to email address: {0}.,en
user,user.message.login.reset.pass.failed=Failed to reset the password.,user.message.login.reset.pass.failed,Failed to reset the password.,en
user,user.message.login.reset.pass.msg.cnts=Hi There. This is your new password.<br /> Your new password is {1}. <br /> This is a temporary password. Please change it immediately after login. <br /><br /><br />* Do not reply to this email.,user.message.login.reset.pass.msg.cnts,Hi There. This is your new password.<br /> Your new password is {1}. <br /> This is a temporary password. Please change it immediately after login. <br /><br /><br />* Do not reply to this email.,en
user,user.message.login.reset.pass.msg.cofirm=We sent a new password to your registered mobile number. It is a temporary password. Please change the password immediately after login.,user.message.login.reset.pass.msg.cofirm,We sent a new password to your registered mobile number. It is a temporary password. Please change the password immediately after login.,en
user,user.message.login.reset.pass.msg.title=The password has been changed.,user.message.login.reset.pass.msg.title,The password has been changed.,en
user,user.message.login.search.alert.input.code=Input a code,user.message.login.search.alert.input.code,Input a code,en
user,user.message.login.search.alert.input.codenm=Input a code name,user.message.login.search.alert.input.codenm,Input a code name,en
user,user.message.login.search.alert.input.deptaddr=Input your address.,user.message.login.search.alert.input.deptaddr,Input your address.,en
user,user.message.login.search.alert.input.deptnm=Input the department name.,user.message.login.search.alert.input.deptnm,Input the department name.,en
user,user.message.login.search.alert.input.email=Input an email address.,user.message.login.search.alert.input.email,Input an email address.,en
user,user.message.login.search.alert.input.name=Input the name,user.message.login.search.alert.input.name,Input the name,en
user,user.message.login.search.id.msg1=You can retrieve your ID if you provide your personal information correctly.,user.message.login.search.id.msg1,You can retrieve your ID if you provide your personal information correctly.,en
user,user.message.login.search.id.msg2=You must provide your registered email address to find your ID.,user.message.login.search.id.msg2,You must provide your registered email address to find your ID.,en
user,user.message.login.search.id.result1=Member information found.,user.message.login.search.id.result1,Member information found.,en
user,user.message.login.search.id.result2=No member information found.,user.message.login.search.id.result2,No member information found.,en
user,user.message.login.search.id.result3=You are not a member or your information is wrong.,user.message.login.search.id.result3,You are not a member or your information is wrong.,en
user,user.message.login.search.pass.msg1=The result of finding password will be sent to your registered email address.,user.message.login.search.pass.msg1,The result of finding password will be sent to your registered email address.,en
user,user.message.login.search.pass.msg2=The password sent to your email address is a temporary password. Please change the password on 'Edit Personal Information' immediately after login.,user.message.login.search.pass.msg2,The password sent to your email address is a temporary password. Please change the password on 'Edit Personal Information' immediately after login.,en
user,user.message.login.searchid=Forget ID/Password?,user.message.login.searchid,Forget ID/Password?,en
user,user.message.sex.input=Select a gender,user.message.sex.input,Select a gender,en
user,user.message.sex.validate=Input M or F for the gender.,user.message.sex.validate,Input M or F for the gender.,en
user,user.message.telno.addr.info=Please edit your information if the phone number and the address are wrong.,user.message.telno.addr.info,Please edit your information if the phone number and the address are wrong.,en
user,user.message.user.dept.add.failed=Failed to register a department.,user.message.user.dept.add.failed,Failed to register a department.,en
user,user.message.user.dept.add.success=The department has been registered.,user.message.user.dept.add.success,The department has been registered.,en
user,user.message.user.dept.edit.failed=Failed to modify the department.,user.message.user.dept.edit.failed,Failed to modify the department.,en
user,user.message.user.dept.edit.success=The department has been modified.,user.message.user.dept.edit.success,The department has been modified.,en
user,user.message.usercode.excelupload1=Register all user categories into an Excel file.,user.message.usercode.excelupload1,Register all user categories into an Excel file.,en
user,user.message.usercode.select.code=Select a code.,user.message.usercode.select.code,Select a code.,en
user,user.message.userinfo.add.password.success=The password is saved.,user.message.userinfo.add.password.success,The password is saved.,en
user,user.message.userinfo.add.success=User's information has been registered.,user.message.userinfo.add.success,User's information has been registered.,en
user,user.message.userinfo.alert.check.oldpassword=Confirm Password,user.message.userinfo.alert.check.oldpassword,Confirm Password,en
user,user.message.userinfo.alert.infocode=Add a code first in 'Manage User's Information Codes' before using it.,user.message.userinfo.alert.infocode,Add a code first in 'Manage User's Information Codes' before using it.,en
user,user.message.userinfo.alert.input.areacd=Input a region.,user.message.userinfo.alert.input.areacd,Input a region.,en
user,user.message.userinfo.alert.input.compaddr1=Input your work address.,user.message.userinfo.alert.input.compaddr1,Input your work address.,en
user,user.message.userinfo.alert.input.compphone=Input your work phone number.,user.message.userinfo.alert.input.compphone,Input your work phone number.,en
user,user.message.userinfo.alert.input.deptcd=Select a department,user.message.userinfo.alert.input.deptcd,Select a department,en
user,user.message.userinfo.alert.input.etcphone=Input an other phone number,user.message.userinfo.alert.input.etcphone,Input an other phone number,en
user,user.message.userinfo.alert.input.faxno=Input a fax number,user.message.userinfo.alert.input.faxno,Input a fax number,en
user,user.message.userinfo.alert.input.interest=Input a field of interest.,user.message.userinfo.alert.input.interest,Input a field of interest.,en
user,user.message.userinfo.alert.input.moblie=Input a mobile phone number,user.message.userinfo.alert.input.moblie,Input a mobile phone number,en
user,user.message.userinfo.alert.input.oldpassword=Input a current password.,user.message.userinfo.alert.input.oldpassword,Input a current password.,en
user,user.message.userinfo.alert.input.password=Input the password,user.message.userinfo.alert.input.password,Input the password,en
user,user.message.userinfo.alert.input.password2=Input 'Confirm Password'.,user.message.userinfo.alert.input.password2,Input 'Confirm Password'.,en
user,user.message.userinfo.alert.input.rrnend=Input the resident registration number,user.message.userinfo.alert.input.rrnend,Input the resident registration number,en
user,user.message.userinfo.alert.input.usernmeng=Input the name of user (in English).,user.message.userinfo.alert.input.usernmeng,Input the name of user (in English).,en
user,user.message.userinfo.alert.input.usernmgana=Input the name of user (in Japanese).,user.message.userinfo.alert.input.usernmgana,Input the name of user (in Japanese).,en
user,user.message.userinfo.alert.input.userphone=Input your phone number.,user.message.userinfo.alert.input.userphone,Input your phone number.,en
user,user.message.userinfo.alert.input.zipcode=Input a post code,user.message.userinfo.alert.input.zipcode,Input a post code,en
user,user.message.userinfo.alert.moblie.check=Input a valid mobile phone number,user.message.userinfo.alert.moblie.check,Input a valid mobile phone number,en
user,user.message.userinfo.alert.select.message=Check receiving message.,user.message.userinfo.alert.select.message,Check receiving message.,en
user,user.message.userinfo.alert.validate.birth=D.O.B should be 8 digit number.,user.message.userinfo.alert.validate.birth,D.O.B should be 8 digit number.,en
user,user.message.userinfo.alert.validate.compaddr1=It must be less than 255 characters.,user.message.userinfo.alert.validate.compaddr1,It must be less than 255 characters.,en
user,user.message.userinfo.alert.validate.disablility=Use Y or N for disability status.,user.message.userinfo.alert.validate.disablility,Use Y or N for disability status.,en
user,user.message.userinfo.alert.validate.homeaddr1=Input a home address. It must be less than 255 characters.,user.message.userinfo.alert.validate.homeaddr1,Input a home address. It must be less than 255 characters.,en
user,user.message.userinfo.alert.validate.usernm=Input the name of user (less than 14 characters).,user.message.userinfo.alert.validate.usernm,Input the name of user (less than 14 characters).,en
user,user.message.userinfo.alert.validate.usernmeng=Input the name of user (less than 30 characters in English).,user.message.userinfo.alert.validate.usernmeng,Input the name of user (less than 30 characters in English).,en
user,user.message.userinfo.alert.validate.usernmgana=Input the name of user (less than 14 characters in Japanese).,user.message.userinfo.alert.validate.usernmgana,Input the name of user (less than 14 characters in Japanese).,en
user,user.message.userinfo.alser.search.user=Input at least two words to search a user.,user.message.userinfo.alser.search.user,Input at least two words to search a user.,en
user,user.message.userinfo.auth.group.admin.empty=Not applicable is only available for professors.,user.message.userinfo.auth.group.admin.empty,Not applicable is only available for professors.,en
user,user.message.userinfo.auth.group.check=You can select only one privilege.,user.message.userinfo.auth.group.check,You can select only one privilege.,en
user,user.message.userinfo.auth.group.edit.failed=Failed to change a permission group. Please try again.,user.message.userinfo.auth.group.edit.failed,Failed to change a permission group. Please try again.,en
user,user.message.userinfo.auth.group.edit.success=Changing a permission group is successful.,user.message.userinfo.auth.group.edit.success,Changing a permission group is successful.,en
user,user.message.userinfo.birth=* D.O.B should be 8 digit number. (e.g.19800101),user.message.userinfo.birth,* D.O.B should be 8 digit number. (e.g.19800101),en
user,user.message.userinfo.birth.notmatch=The date of birth does not match with the date format.,user.message.userinfo.birth.notmatch,The date of birth does not match with the date format.,en
user,user.message.userinfo.change.password.durtion=Your password has been changed to protect your personal information.<br/>Please change it regularly to protect your information. ,user.message.userinfo.change.password.durtion,Your password has been changed to protect your personal information.<br/>Please change it regularly to protect your information. ,en
user,user.message.userinfo.change.password.msg1=Input a current password.,user.message.userinfo.change.password.msg1,Input a current password.,en
user,"user.message.userinfo.change.password.msg2=Password must consist of alphabets, numbers and special characters with 4-15 characters in length.",user.message.userinfo.change.password.msg2,"Password must consist of alphabets, numbers and special characters with 4-15 characters in length.",en
user,user.message.userinfo.choice.disablility=Select a disability status.,user.message.userinfo.choice.disablility,Select a disability status.,en
user,user.message.userinfo.choice.sex=Select a gender,user.message.userinfo.choice.sex,Select a gender,en
user,user.message.userinfo.choice.userdivcd=Select a category,user.message.userinfo.choice.userdivcd,Select a category,en
user,user.message.userinfo.comp.name=Input the company name.,user.message.userinfo.comp.name,Input the company name.,en
user,user.message.userinfo.delete.success=User's information has been deleted.,user.message.userinfo.delete.success,User's information has been deleted.,en
user,user.message.userinfo.drop.confirms=You are now unsubscribing from the service.<br />Your personal information will be deleted.<br />Do you want to delete?,user.message.userinfo.drop.confirms,You are now unsubscribing from the service.<br />Your personal information will be deleted.<br />Do you want to delete?,en
user,user.message.userinfo.drop.failed=Failed to unsubscribe from the service.,user.message.userinfo.drop.failed,Failed to unsubscribe from the service.,en
user,user.message.userinfo.drop.msg1=Thank you for using { }.,user.message.userinfo.drop.msg1,Thank you for using { }.,en
user,user.message.userinfo.drop.msg2=※ Please provide the following information again to confirm your unsubscription.,user.message.userinfo.drop.msg2,※ Please provide the following information again to confirm your unsubscription.,en
user,user.message.userinfo.drop.success=Unsubscribed.<br />Thank you for using our service.,user.message.userinfo.drop.success,Unsubscribed.<br />Thank you for using our service.,en
user,user.message.userinfo.edit.failed=Failed to modify the user's information management.,user.message.userinfo.edit.failed,Failed to modify the user's information management.,en
user,user.message.userinfo.edit.myinfo.failed=Failed to edit personal information.,user.message.userinfo.edit.myinfo.failed,Failed to edit personal information.,en
user,user.message.userinfo.edit.myinfo.success=Personal information has been modified.,user.message.userinfo.edit.myinfo.success,Personal information has been modified.,en
user,user.message.userinfo.edit.password.failed=Failed to change the password.,user.message.userinfo.edit.password.failed,Failed to change the password.,en
user,user.message.userinfo.edit.password.success=The password has been modified.,user.message.userinfo.edit.password.success,The password has been modified.,en
user,user.message.userinfo.edit.success=The user's information has been modified.,user.message.userinfo.edit.success,The user's information has been modified.,en
user,user.message.userinfo.excelupload1=Register all users into an Excel file.,user.message.userinfo.excelupload1,Register all users into an Excel file.,en
user,"user.message.userinfo.excelupload2=Download the sample file, fill it in and upload the file.",user.message.userinfo.excelupload2,"Download the sample file, fill it in and upload the file.",en
user,user.message.userinfo.image.upload.failed=Failed to add a profile image.,user.message.userinfo.image.upload.failed,Failed to add a profile image.,en
user,user.message.userinfo.info=Manage Homepage - You can choose item and mandatory study status on Basic Information Manage.,user.message.userinfo.info,Manage Homepage - You can choose item and mandatory study status on Basic Information Manage.,en
user,user.message.userinfo.input.userid=Input User's ID.,user.message.userinfo.input.userid,Input User's ID.,en
user,user.message.userinfo.leave.failed=Unsubscription has not been processed.,user.message.userinfo.leave.failed,Unsubscription has not been processed.,en
user,user.message.userinfo.leave.success=Unsubscribed.,user.message.userinfo.leave.success,Unsubscribed.,en
user,user.message.userinfo.msg.required=The part marked with * is a required item. You must fill in the part.,user.message.userinfo.msg.required,The part marked with * is a required item. You must fill in the part.,en
user,user.message.userinfo.nodata=* There is no user's information registered.,user.message.userinfo.nodata,* There is no user's information registered.,en
user,user.message.userinfo.nodata.admin=* There is no administrator registered.,user.message.userinfo.nodata.admin,* There is no administrator registered.,en
user,user.message.userinfo.nodupchek=Please check ID duplication.,user.message.userinfo.nodupchek,Please check ID duplication.,en
user,user.message.userinfo.notmatch.password=The passwords are not matched.,user.message.userinfo.notmatch.password,The passwords are not matched.,en
user,user.message.userinfo.nouse.failed=Failed to set to 'Not Use'.,user.message.userinfo.nouse.failed,Failed to set to 'Not Use'.,en
user,user.message.userinfo.nouse.success=Set to 'Not Use',user.message.userinfo.nouse.success,Set to 'Not Use',en
user,"user.message.userinfo.password.check=* Password must consist of alphabets, numbers and special characters (only !, @, #, $, %, ^, &, *, (, ), ?, _, ~ or ` is allowed) with 4-15 characters in length.",user.message.userinfo.password.check,"* Password must consist of alphabets, numbers and special characters (only !, @, #, $, %, ^, &, *, (, ), ?, _, ~ or ` is allowed) with 4-15 characters in length.",en
user,user.message.userinfo.reset.password.failed=Failed to reset the password.,user.message.userinfo.reset.password.failed,Failed to reset the password.,en
user,user.message.userinfo.reset.password.fromid.success=The password has been reset by ID,user.message.userinfo.reset.password.fromid.success,The password has been reset by ID,en
user,user.message.userinfo.reset.password.success=The password has been reset.,user.message.userinfo.reset.password.success,The password has been reset.,en
user,user.message.userinfo.search.nodata=* There is no user's information found.,user.message.userinfo.search.nodata,* There is no user's information found.,en
user,user.message.userinfo.search.user=Search Users,user.message.userinfo.search.user,Search Users,en
user,user.message.userinfo.select.organization=Select a site.,user.message.userinfo.select.organization,Select a site.,en
user,user.message.userinfo.select.user=Select a user,user.message.userinfo.select.user,Select a user,en
user,user.message.userinfo.sort.failed=Failed to change the user's information management order,user.message.userinfo.sort.failed,Failed to change the user's information management order,en
user,user.message.userinfo.sort.success=User's information management order has been changed.,user.message.userinfo.sort.success,User's information management order has been changed.,en
user,user.message.userinfo.upload.error.line=in Row ( ),user.message.userinfo.upload.error.line,in Row ( ),en
user,user.message.userinfo.upload.invalid.auth.grp=Classification is wrong.,user.message.userinfo.upload.invalid.auth.grp,Classification is wrong.,en
user,user.message.userinfo.upload.invalid.dept=The department is invalid.,user.message.userinfo.upload.invalid.dept,The department is invalid.,en
user,user.message.userinfo.upload.invalid.user.grade=Invalid Year,user.message.userinfo.upload.invalid.user.grade,Invalid Year,en
user,user.message.userinfo.use.failed=Failed to set to 'Use',user.message.userinfo.use.failed,Failed to set to 'Use',en
user,user.message.userinfo.use.success=Set to 'Use',user.message.userinfo.use.success,Set to 'Use',en
user,user.message.userinfo.userid.check.char=* ID must contains alphabets and numbers only with 4-15 characters in length.,user.message.userinfo.userid.check.char,* ID must contains alphabets and numbers only with 4-15 characters in length.,en
user,user.message.userinfo.userid.check.email=* ID must be the email format.,user.message.userinfo.userid.check.email,* ID must be the email format.,en
user,user.message.userinfo.userid.impossible=You cannot use the ID.,user.message.userinfo.userid.impossible,You cannot use the ID.,en
user,user.message.userinfo.userid.possible=You can use the ID.,user.message.userinfo.userid.possible,You can use the ID.,en
user,user.message.userinfo.validation.alert.password=Password should be 4-15 characters in length.,user.message.userinfo.validation.alert.password,Password should be 4-15 characters in length.,en
user,"user.message.userinfo.validation.alert.password.char=Password must contain alphabets, numbers and special characters.",user.message.userinfo.validation.alert.password.char,"Password must contain alphabets, numbers and special characters.",en
user,"user.message.userinfo.validation.alert.password.char.special=Password must contain alphabets, numbers and special characters.",user.message.userinfo.validation.alert.password.char.special,"Password must contain alphabets, numbers and special characters.",en
user,user.message.userinfo.validation.alert.userid.char=ID must contain both numbers and alphabets.,user.message.userinfo.validation.alert.userid.char,ID must contain both numbers and alphabets.,en
user,user.message.userinfo.validation.alert.userid.digit=You cannot use special characters.,user.message.userinfo.validation.alert.userid.digit,You cannot use special characters.,en
user,user.message.userinfo.validation.alert.userid.length=ID must contains alphabets and numbers only with 4-15 characters in length.,user.message.userinfo.validation.alert.userid.length,ID must contains alphabets and numbers only with 4-15 characters in length.,en
user,user.message.userjoin.agree1=I agree with following Terms and Conditions.,user.message.userjoin.agree1,I agree with following Terms and Conditions.,en
user,user.message.userjoin.agree2=I checked and agree with Terms and Conditions (a user must agree with it to use our service).,user.message.userjoin.agree2,I checked and agree with Terms and Conditions (a user must agree with it to use our service).,en
user,user.message.userjoin.agree3=I checked Privacy Policy and agree with it (a user must agree with it to use our service).,user.message.userjoin.agree3,I checked Privacy Policy and agree with it (a user must agree with it to use our service).,en
user,user.message.userjoin.alert.agree=Please agree with Terms and Conditions,user.message.userjoin.alert.agree,Please agree with Terms and Conditions,en
user,user.message.userjoin.alert.avail.id=The ID is available ,user.message.userjoin.alert.avail.id,The ID is available ,en
user,user.message.userjoin.complete=Subscription is completed.<br>You can use the service after login.,user.message.userjoin.complete,Subscription is completed.<br>You can use the service after login.,en
user,user.message.userjoin.email.auth.complete=Email verification is competed.,user.message.userjoin.email.auth.complete,Email verification is competed.,en
user,user.message.userjoin.email.avail.complete=This email is available.,user.message.userjoin.email.avail.complete,This email is available.,en
user,user.message.userjoin.email.check=Conduct Email verification.,user.message.userjoin.email.check,Conduct Email verification.,en
user,user.message.userjoin.email.empty.auth=Input a 8 digit verification code.,user.message.userjoin.email.empty.auth,Input a 8 digit verification code.,en
user,user.message.userjoin.email.invalid.auth=The verification code is invalid.,user.message.userjoin.email.invalid.auth,The verification code is invalid.,en
user,user.message.userjoin.email.transfer.fail=Failed to send a verification email.,user.message.userjoin.email.transfer.fail,Failed to send a verification email.,en
user,user.message.userjoin.email.transfer.succ=A verification email has been sent.,user.message.userjoin.email.transfer.succ,A verification email has been sent.,en
user,user.message.userjoin.fail=Error occurred while processing membership.,user.message.userjoin.fail,Error occurred while processing membership.,en
user,user.message.userjoin.sms.recv=Do you agree with receiving SMS?,user.message.userjoin.sms.recv,Do you agree with receiving SMS?,en
user,user.message.userjoin.validate.email.used=This email is already in use. Please enter another email.,user.message.userjoin.validate.email.used,This email is already in use. Please enter another email.,en
user,user.message.userjoin.validate.id.dup=Please check ID duplication.,user.message.userjoin.validate.id.dup,Please check ID duplication.,en
user,user.message.userjoin.validate.id.empty=Input ID,user.message.userjoin.validate.id.empty,Input ID,en
user,user.message.userjoin.validate.id.used=The ID is in use. Please input a different ID.,user.message.userjoin.validate.id.used,The ID is in use. Please input a different ID.,en
user,user.message.userjoin.validate.mobile.format=The mobile phone number type is invalid.,user.message.userjoin.validate.mobile.format,The mobile phone number type is invalid.,en
user,user.message.userjoin.validate.mobile.number=You can use numbers only for a mobile phone.,user.message.userjoin.validate.mobile.number,You can use numbers only for a mobile phone.,en
user,"user.message.userjoin.validate.password.comb=Combine more than two of English (case sensitive), numbers and special characters.<br/>",user.message.userjoin.validate.password.comb,"Combine more than two of English (case sensitive), numbers and special characters.<br/>",en
